#key	synopsis
HyperChase - Auto Race (World)	Watch our for the guardrail! You're behind the wheel of your formula one racer about to start the world's toughest grand prix. Try to stay alive through city streets and country roads. Start your engine - the start lights are counting down!
Mail Plane (USA) (Proto) (DA1AC0DB)	With your Light PEN, control the airborne vehicle tasking you with delivering letters.
Melody Master - Music Composition and Entertainment (USA)	MELODY MASTER is a high performance learning tool that's easy, educational and most of all...fun! Join the electronic revolution and let your own musical creativity come to life! State-of-the-art technology now makes it possible for you to read music, recognize notes by ear and create anything you can hear. Try to compose a hit song! Play and old favorite! Watch your musical dreams take shape and sound!
Mine Storm (World)	The game begins with a large enemy ship dropping mines onto the field as an ominous jingle plays, and moves from the top to the bottom of the screen, where it disappears. The player's ship starts in the middle of the field with 5 lives. Numerous mines then start popping up. The player must destroy all of the mines in order to progress to the next minefield. All of the mines can be destroyed with one shot, or hit with the player's ship, costing the player a life. There are 4 types of mines. This game came programmed onto the Vectrex.
Mr. Boston - Clean Sweep (USA)	Evil bank robbers have just blown your bank to smithereens. As bank president, you only have a vacuum available to recover the money strewn among the rubble, before the thieves destroy you! The thieves get increasingly anxious, but for added challenge, turn off the lights of the bank's corridors and gather the money through a blind maze. The Mr. Boston version of Clean Sweep was given out to customers of Mr. Boston Liquor along with a Vectrex console. 10 copies were given out and only 2 are still known to exist today. Mr Boston Clean Sweep is nearly identical to the retail release of Clean Sweep with only a few changes. - In the game you play as a top hat whereas in Clean Sweep you play as a vacuum. - The title screen was changed from “Clean Sweep” to “Mr Boston”. - The retail Clean Sweep box was used with a Mr. Boston sticker added. - A Mr. Boston label was added to the cartridge with schnapps proof and distillery info. - The overlay had “Mr. Boston” and top hat man logo added.
Pitcher's Duel (USA) (Proto)	America's favorite past-time comes to life on the Vectrex with every ball, strike, and thrilling home run! Stretch that double into a triple or brush the batter off the plate with some inside high heat. It's all here... right down to the last out.
Polar Rescue (USA)	Journey to the icy waters beneath the North Pole. As commander of a powerful and highly maneuverable submarine, you must rescue the survivors of an ill-fated expedition. Seek out the survivors on your sonar screen and pilot your sub to their rescue! To complete your mission, you must avoid deadly mine fields, enemy submarines and the terror of the maelstrom! Monitor your oxygen supply carefully and hurry! Lives are at stake!
Pole Position (USA)	The spectacular arcade game, Pole Position, takes on an exciting new look through the magic of Vectrex! Experience all the challenge of a Grand Prix racing event with non-stop action that'll leave you breathless! Do you possess the skill, dexterity and courage to pull out from the crowd for qualification in one of the exclusive starting positions... or will you end up as an also ran?
RA+A Spectrum I+ Stress Tester (USA) (Proto)	Stress Tester designed to see how responsive the user was to color changes. Discover how color affects your life....... Choose all 8 colors and the computer will accurately determine
Rip Off (World)	Beware of scavenging pirates trying to steal your precious fuel cells! The more pirates you destroy, the faster their successors become. Guard your tanks carefully... you are always outnumbered!
Scramble (World)	Watch out for that next mountain! Maneuver your ship over a rough terrain in an effort to destroy the enemy base. Careful piloting alone won't get you to your destination... You must brave rockets, UFOs, flamoids and some very tight tunnels. Few people have ever seen the enemy base, let alone destroy it. Will you be one of the select few?
Sledge 3D (USA) (Sample)	A demo program for the 3-D Goggles. BaronVR described it like this : &quot;The effect is that of a track extending from the monitor surface to about 3 feet inside the monitor surface, the speed controlled by pushing up or down on the joystick...&quot;
Solar Quest (World)	How many types of alien vessels will you be able to destroy? Seven different types are after you. You must first destroy them and then attempt to rescue the survivors before that float into the sun. Don't get your ship too close to the sun... its high temperatures can destroy you.
Space Wars (World)	Who says there are no rules in intergalactic warfare. Pick your own - bounce, expanded universe, black hole - as you embark on a deadly dogfight.
Spike (World)	The dastardly villain, Spud, has kidnapped our heroine, the lovely and oh so innocent, Molly, and taken her far away to his secret hideout. &quot;Eek! Help, Spike!&quot; Spike, our courageous hero and Molly's true love, races to her rescue. He'll be relying on your skills and split-second timing to help him in his quest to save poor Molly. Maneuver Spike through treacherous obstacles and avoid the dangerous creatures along the way to Spud's hideout. If you're successful, Spike can rescue Molly and the two will live happily ever after - that is until Spud strikes again. &quot;Oh. No!&quot;
Spinball (World)	Get ready for even more excitement and split-second action than traditional arcade pinball. SpinBall's special features like a ball splitter, drop targets and ball savers will give you the ultimate pinball challenge. It even TILTS! SpinBall's action moves fast and furious. You'll need your sharpest reflexes to keep the ball in play and rack up bonus points.
Star Castle (USA)	You and other experienced intergalactic voyagers have heard about and shared the legend of Star Castle - a mysterious fortress in a far away galaxy filled with incredible riches and surrounded by revolving walls of shimmering solid gold. Yet no one, until now, has ever actually seen the Castle - or lived to tell about it! As you approach, you are overwhelmed with the beauty of the Castle but you suddenly realize that the golden walls hide a deadly arsenal. To survive you must destroy the walls and the powerful Energy Cannon they shield. Perhaps you will be the first to survive the Star Castle's arsenal and prove the legend true. Perhaps not!
Star Trek - The Motion Picture (USA)	Welcome, Captain Kirk, to your command on the Starship Enterprise. Your mission is to seek out and destroy the enemy Klingon Mothership. Travel through nine sectors of space, each more difficult, or take a shortcut through the Black Hole. Be careful ... the Klingons and Romulans are hiding in space, waiting to destroy you at every turn!
StarHawk (World)	Fasten your seatbelt... you're the pilot defending the sovereignty of your planet. Don't blink - you might miss one of the alien vessels.
Test Cartridge (USA) (Rev 4) (Proto)	A one player utility game published and developed by GCE in 1992.
Tour De France (USA) (Proto)	A one player racing game published and developed by GCE in 1983.
WebWars (World)	Enter a galaxy of the future filled with adventure and danger - a galaxy unlike any you have imagined before. You become the Hawk King - a creature capable of incredible speed and power - as you attempt to capture the amazing creatures that inhabit the speeding Web of Fantasy. All 20 creatures are protected by guardians and the dreaded Cosmic Dragon and each will become progressively more difficult to capture. No one has ever captured the elusive twentieth creature. Will you?
