#key	synopsis
Buraco Negro (Brazil) (En)	The boulders must be collected by placing them in transport platform in front of the ship. Once the boulder is coupled, the player must move the ship toward a neutron star in the left edge of the screen. The neutron star exerts a magnetic force which will draw the ship into it. The ship must be moved carefully as it displays momentum. If the ship is drawn by the neutron star, it will be destroyed. Once close enough, the boulder can be released (by pressing the action button) and it will be drawn into the neutron star. The boulders can also be destroyed with rockets launched by the ship, but they are only available while the ship is not carrying any boulders.
Casino Slot Machine (USA, Europe)	One or two players can play against the computer in this Blackjack game. Each player starts with $1000. After placing their bets (through the keyboard), the dealer shuffles the cards and deals two face-up cards for each player and one face-up card and one face-down card to himself. He then asks the players to hit more cards or not (up to five). After each player has been dealt a full hand, the dealer reveals his face-down card. He'll take a hit if he has a total of 16 or less. Blackjack or five cards without a bust pays double. The nearest to 21 hands pays even. No money is paid if there is a tie. The computer offers an insurance bet if the dealer's first card is an ace. If the player accepts and the dealer goes blackjack, the player will lose no money. Otherwise, he will win or lose the current bet plus a half. Sometimes the computer will also offer a double down. If the player accepts, the bet is doubled and he will get just one more card.
Catch the Ball + Noughts and Crosses (Europe)	Two titles are available in this cart: Catch the Ball puts one or two players in the role of a circus clown who has to catch a while ball which comes rolling down a maze of obstacles. The clown has to try to follow the ball as it falls its unpredictable path. A time limit of three &quot;game minutes&quot; is counted down and the player with more balls caught by the end of the time wins. The joystick is used to move the clown left or right and the &quot;action&quot; button accelerates his movements. There are 6 possible variations, with the players taking turns after each ball caught, taking turns after each miss or in a single player mode, with the time limit on or off for each mode. Noughts and Crosses is also known as tic-tac-toe. Players move a &quot;+&quot; cursor over the 9 square matrix and place either blue noughts or red squares. The first to get three symbols in a straight line wins. If all six symbols have been placed and there's no winner, they can be removed by placing the cursor over and pressing the action button and then be replaced.
Chess (Europe)	A chess module for the Philips Videopac G7000 second generation Video game console, released in 1982. The C 7010 module had its own NSC800 CMOS microprocessor, which is Z80-compatible making the console able to play a pretty decent game of chess. The program is based on Gambiet 80 by Wim Rens and Microtrend.
Chinese Logic (Europe)	In Chinese Logic the player has to move a sequence of numbers (9 to 0) from the point A of a pattern of lines to point D (or B in the variations). The numbers must be placed in point D in the same descending order. There are two other points to which the numbers can be moved, B and C. If one or more numbers are parked in one of the points, the player can only additionally move to that point numbers which are lower than the last one already parked. The numbers can be moved one by one only and to do so the player has to type the letter of origin and then type the destiny letter. Moves can be undone by pressing the &quot;clear&quot; key. The computer keeps track of the time elapsed and the number of moves made by the player, also showing the minimum amount of moves to solve the puzzle. There are 9 other possible variations, with the difference of having the way to point D blocked and different amounts of numbers to move. Those variations can be selected by pressing &quot;reset&quot; and the desired number, as follows:one figure - minimum number of moves: 1 2. two figures - minimum number of moves: 3 3. three figures - minimum number of moves: 7 4. four figures - minimum number of moves: 15 5. five figures - minimum number of moves: 31 6. six figures - minimum number of moves: 63 7. seven figures - minimum number of moves: 127 8. eight figures - minimum number of moves: 255 9. nine figures - minimum number of moves: 511
Clay Pigeon (Brazil) (En)	As the name implies, Clay Pigeon! is a clay pigeon shooting game. At the left corner, a trap launches targets toward the shooter. The player controls the shooter which stands in the right corner of the screen. In order to proceed to the next level, the player has to hit at least eight of the ten plates thrown. While he's shooting, some ducks will appear flying over his head. They'll drop &quot;bombs&quot; over him, and if he doesn't avoid them, he'll be stunned for some time. If he fails to shoot the minimum plates necessary, an eagle will appear and attack him. He needs to shoot the eagle twice to avoid its attack. If he fails, the game is over. The shooter has two shots per row; after those two shots, he has to reload the gun, by putting it down. He can be moved left and right, but if he exceeds the left mark, he'll fall to the ground, being subject to lose plates. The player earns five points per each plate, ten points per each duck and 100 points per eagle (50 per shot).
Comando Noturno (Brazil) (En)	Nightfighter is a combat flight simulator. The player controls a fighter plane on a night mission, and his task is to take off, destroy the target, avoid enemy attack and return to base. The history of this title is unclear. As far as we can tell it was never officially released during the original lifetime of the Odyssey 2, but was distributed by Retrogenesis in 2010. There are multiple Brazilian and European prototypes, of which this is one.
Computer Golf (USA)	COMPUTER GOLF! A nine hole, par 36. electronic golf course for one to four players. Realistic electronic golfers hit long drives and fairway shots! They pitch and chip up to the green! Suddenly?the screen changes automatically to show a close-up of the green itself. Putt out?then go on to a new hole with a different layout and challenge! This is a remarkably complete electronic simulation. You really walk the course and have true control over back-swing, distance and direction. Hit into the trees and your electronic golfer will pound the ground with a club and spout some extremely colorful electronic language! Digital scoring! Sync-sound action!
Computer Intro (USA)	Computer Intro!, as the name implies, is a cartridge intended to educate players in the basics of computer programming. It came with a 104 page manual entitled &quot;A Beginner's Guide to Computer Technology&quot; featuring a brief history of computers and an introduction to programming techniques. The manual also includes samples of several programs which can be typed in, such as addition programs, one digit multiplication, one digit division, &quot;Go to Subroutine&quot; and &quot;Return&quot; programs, one digit addition Flash Card Game (which is different from the pre built one), three ways to enter and output a letter, a game where one player enters a six-letter word and another player guesses it and a message program. The cartridge comes with three built-in games: Flash Card (Press 2) is a simple addition game. An addition problem will be displayed and the player has to enter the solution. If the answer is wrong, a &quot;No&quot; will appear on screen. If it is right, it will be placed in its right position. Computer Telepathy (Press 3) is a number guessing game. The player has to guess a number between 00 and 99. If the guess entered is higher than the number, an H will appear beside it. If the number entered is lower, an L will appear. If the number is right, an X will appear. Between the Sheets (Press 4) is another guessing game. The computer displays three numbers, like 3 7 00. The first two numbers are the sheets and the last two digits are the player's score. If the player thinks the secret number is between 3 and 7, he types &quot;Yes&quot;, if he thinks it isn't between 3 and 7, he types &quot;No&quot;. Right answers add 1 point to the score and the number is displayed, wrong answers will be announced by a beep. There is also a demonstration program called Creepy Crawler (Press 1), which consists of a randomized display of flashing blocks.
Conquest of the World (USA, Europe)	Players choose to play as one of 43 countries and make it their homeland. Each country's military and diplomacy power is reflected by its real life counterpart during the early 1980's. Each country's relationship with one another is also reflected by how it is in real life. Gameplay involves the use of a gameboard. Gameplay done on the game board contains information which is then entered into the Odyssey 2 for it to handle. Inside the game itself, players do battle by land, air, and sea. Battles involve players controlling either a jet (air force), tank (army), or a submarine (navy) and then battling the other players jet, tank, or submarine. These vehicles are dependent on supplies which are displayed as energy units. Every shot fired and movement made drains the players energy units. The battle ends when all the energy units run out. These combat results are then recorded on the gameboard, which then spurs further entries into the Odyssey 2. Every battle won and alliance made will increase a country's power. The country with the most power at the end of the game wins. Besides the gameboard map itself, the game also comes with a 100 power base unit indicators, a Homeland Marker, and six sets of Conquest/Alliance markers.
Cosmic Conflict (USA)	The player is a legendary hero of the Earth Federation, in command of a Centurion star fighter and must defend the galaxy from the Imperial ships attack. From a first person perspective, the player must destroy fifteen enemy ships. A counter at the lower left corner of the screen shows how many ships are left. On the lower right, a counter marking, at the start of the mission, 1000 megajoules of remaining ship power. The ship needs one megajoule per second to sustain flight, ten megajoules per laser shot released and fifty megajoules per shot taken, to activate the deflector shields. Three kinds of ships will assault the player's ship: invasion transports, battle frigates, and star fighters. The enemy fleet consists of five star fighters and ten ships randomly distributed among the remaining two kinds. Only star fighters represent a real threat, a general alert will sound and flash at the screen when one of those enter the player's range of sight. The mission ends when all enemy ships are destroyed or when all the ship's fuel is used.
Demon Attack (USA, Europe)	Demon Attack is an arcade action game with gameplay similar to Space Invaders. You control a laser canon at the bottom of the screen, and need to destroy wave after wave of brightly colored demons. The demons bounce around the screen in bizarre patterns, and try to destroy your canon with bombs or lasers. When you shoot a demon, it will be replaced with another or will split into two smaller demons depending on which wave you are playing. When the required number of demons for the current round is finally destroyed, you can move on to the next, more difficult round.
Depth Charge + Marksman (Europe)	Two titles are available in this cart: Depth Charge is a single-player BattleShip variant. The player controls a cannon in a top-down view trying to destroy 7 submarines hidden in the area of water shown on screen. The area is a 8x8 grid, and the player controls a white cross-hair over it with the joystick. Pressing the action button will shoot the cannon. If a submarine is hidden in that particular area, a blue square will appear, marking it. If there are no submarines, the game will warn the player with a sound and that area will continue unmarked. There are submarines of 4 different sizes, with there being 3 with one section each, 2 with 2 sections each, 1 with 3 sections and 1 with 4 sections. The game keeps track of the number of shots tried by the player, and the total is shown at the end of the game, when all submarines are destroyed. Marksman is a shooting gallery game. The player can choose between 2 game durations: 1 minute or 3 minutes. The game is played in a first person perspective, with the player seeing the rifle and the targets in front of it. A line of targets will scroll from right to left, bouncing up and down in front of the rifle and the player has to aim at them and shoot. There are 9 different targets which grant the player scores from 1 to 9 points each. When the player reaches 100 points, the targets start to move faster. The game ends when the time reaches 0:00 or when the player runs out of shots (starting with 24).
Dynasty (USA)	Dynasty! is an Othello clone. The playfield is an 8 x 8 matrix of dots and the objective is to occupy as much of it as possible. The game begins with two pieces of each color at the center of the matrix and players take turns placing new pieces in it. The pieces must be placed near to an enemy piece, trapping it between another piece of the same color already placed. Trapped pieces will turn over to the conqueror's color. A variation is also present, called &quot;Directional Dynasty&quot;: players cannot trap pieces in more than one direction with the same move. When a piece is placed in such condition, the player has to choose which direction will be used to capture the enemy's pieces. A timer can be set, from unlimited time to 99 minutes of gameplay. The game ends when there are no more possible moves or when the time runs up.
Electronic Table Soccer (USA, Europe)	Press 1 on the alpha-numeric keyboard. A full size tournament soccer table appears on your screen. The scoring rack is at the bottom. The left hand control controls the goalkeeper at the left side of the screen and the other members of the team who wear the same colors. The right hand control controls the goalkeeper at the right side of the screen as well as the other members of the team. You can play against another player or the computer. Press the action button or move the joystick of the hand control to tell the computer how many people are in the game. If one of the hand controls is not activated, the computer will play that side and a &quot;C&quot; will appear on the scoring rack. If neither hand control is activated, the computer will play itself. Each joystick controls three sets of electronic lightning rods that maneuver the ranks of players. Push the joystick of the left hand control to the left to control the goalkeeper. When the joystick is in the center position, it will control the center file of three team members. When the joystick is in the far right position, it will control the file of two team members on the right side of your screen. For the right hand control, the reverse is true. The ball will come into play from the bottom of the screen. The ball will stop when it hits a player and the joystick is controlling the player's row. To kick, press the action button and simultaneously move the joystick in the direction you wish the ball to go. The ball will rebound off a player whose row is not under control of the joystick. When a goal is scored, a ring will slide along the scoring rack at the bottom of the screen. /=1 point. X=2 points. The game ends when one of the teams scores ten points. XXXXX=10 points. To play again, press the RESET key on the alpha-numeric keyboard and then press 1.
Football (USA, Europe)	At the start of a game the player in control of the ball selects the kind of play (pass, punt or run) and the second player attempts to predict which one they chose. If the defensive player predicts correctly, the Offense will undergo a penalty on any yardage gained if and after that play is successful. Following any successful play, the players see the position at which the Ball Spot exits the screen (in the case of a punt or a pass play) and the Offense draws a card. Most cards have a mini-map of the playing field and will designate the total of yardage gained depending on where the Ball Spot left the screen.
Freedom Fighters (USA, Europe)	As a pilot of the Earth Federation, the player has to rescue prisoners in orbiting confinement crystals, while avoiding the Empire's Pulsar warships attacks. The starship is controlled using both joysticks. The left hand joystick controls the conventional space drive system. While in this drive system, the ship will move only to the limits of that specific screen. The right hand joystick controls the hyperspace drive system. When using this drive system, the ship will travel at a much higher speed, and it will side-scroll to the direction given. Flying toward the top or bottom of the screen will still make the ship travel to the position it is positioned toward. The action button in both joysticks controls the ship's laser cannon. The Empire's Pulsar warships attack releasing drone mines. Any contact with either the warships or the drone mines will disintegrate the player's ship. There are two possible variations to this game. In the attack mode, the laser cannon is active and the player score points as he destroys the enemy ships (5 points) or mines (1) and as he rescues the prisoners (20). In the evasion mode, the laser cannon is inactive, and the longer the player evades the Pulsar warships, the higher the score. Extra points (20) are given for each prisoner rescued. The game can be played by one or two players. In two players mode, player two acts as a copilot, controlling the ship's hyperspace drive and cannon.
Frogger (Europe)	Your task in this arcade conversion is to guide a frog across a treacherous road and river, and to safety at the top of the screen. Both these sections are fraught with a variety of hazards, each of which will kill the frog and cost you a life if contact is made. The road is full of cars and trucks, at variable speeds. The river water itself is fatal, as are the snakes which hover within on later levels. Frogger must use the arrangement of logs, turtles (which are only there for a short time) and alligators (but stay away form their faces), and then jump into one of the open home-cells, ideally one containing a fly for extra points. Once all holes have been filled, you move onto the next, harder, level.
Great Wall Street Fortune Hunt, The (USA, Europe)	The Great Wall Street Fortune Hunt is another game in the Master Strategy Series, a series of part console, part board games on the Odyssey². This is a stock exchange simulator. One or two players (or groups, if more than 2 people are playing) take the role of investors (or investment syndicates) trying to anticipate investment fluctuations to take advantage of buying and selling opportunities which occurs during the game. The main screen is divided in three sections. The upper section displays the investment choices and prices per share scrolling from right to left. The middle section displays news flashes related to the market and the lower section displays each player's investment portfolio and capital. A grey bar chart to the right displays the overall market performance during each quarter of a year. Each investor starts with $100,000 and can enter a maximum of seven investments into the computer. The investments are bought using the keyboard by entering the letters representing it (IBM, for instance) and the number of shares wanted. The shares can be sold in lots of 100. All investments entered must be sold at the end of each year (four quarters, each quarter taking about 5 minutes of real time). The computer will signal the end of each quarter. The winner is the investor accumulating the greatest net worth after 5 years. The game can be played in four levels of progressively increased complexity: Straight Investment Transactions 2. Straight Investment Transactions & Treasury Bills 3. Straight Investment Transactions & Treasury Bills & Buying on Margin 4. Straight Investment Transactions & Treasury Bills & Buying on Margin & Stock Options The gameboard is used to keep track of information dealt with off-screen. It is divided in 4 sections: investment positions, T-Bill market, time frame indicator and prime rate indicator. Each investor receives a set of numbered share/margin tokens to be placed in the share section of the gameboard for every straight transaction done. There are 30 different investments available and each investment has a different sensitivity to changing national and international conditions in three areas as shown in the gameboard: Gross National Product, Prime Interest Rate and Political Instability. The news flashes presented in the screen will affect the investments according to there three indicators. The time frame indicator is used to keep track of which quarter the game is currently on. The T-Bill market and Prime Interest Rate parts of the gameboard are only used in level 2 games or higher. The Prime Interest Rate is the interest banks quote as charging their best corporate customers. It is directly related to the interest rate on Treasury Bills. The prime rate will be reported by the news bulletins on the screen and must be marked with the appropriate tokens on the gameboard. The level 3 adds the option of buying stocks on margin, i.e., with money borrowed from the broker. The computer only keeps track of investments bought in cash, so this kind of transaction must be tracked with the help of a proper token in the gameboard. The level 4 adds option trades to the game. Options give the investor the right, but not the obligation, to buy or sell securities at current prices at the beginning of the following quarter. It is basically a bet about the rise or fall of a specific security price. Besides the gameboard, each player has his/her own investment record pad to better keep track of his/her transactions.
Hockey + Soccer (USA, Europe)	SOCCER! Use your head (and feet) to score in this computerized version of one of the most popular games in the world. Soccer is a national sport in England, Brazil, Russia and a hundred other countries from Albania to Zambia! Soccer is now the fastest growing major college sport in the U.S. and here comes all the action right to your own TV! On-screen digital scoring. Automatic time keeping and computerized play action. Full sync-sound! Two players! HOCKEY! You captain a full team of ice men. Battle for the puck at the face-off. Make an off-the-wall slap shot! Fake out the goalie and score! Unique on-screen electronic sensors automate play action! You control the stick man and goalie-the rest of the team automatically follows the puck! Realistic skating action! Digital time keeping! Automatic scoreboard. Full sync-sound! Two players!
I've Got Your Number (USA, Europe)	Press 1 on the alpha-numeric keyboard. The screen will display a giant electronic blackboard filled with orbiting numbers and symbols. Player 1 appears at the left side of the screen. Player 2 appears at the right side of the screen. Each player stands on a scoring box which will automatically count up each correct answer. The left hand control unit activates the left hand player on the screen. The right hand control unit activates the player at the right hand of the screen. Push the joy stick away from you to walk your player toward the top of the screen. Pull the joy stick toward you to walk your player to the bottom of the screen. Push the joy stick left to go left. Push it right to go right. An addition, subtraction or symbol problem will appear at the base of the screen. The answer will appear somewhere in the orbiting numbers and symbols. Each player races to the correct number or symbol with the electronic figure. When a player catches a correct answer, a point is scored and the solution is displayed at the bottom of the screen. A new problem will then be presented. If a player catches an incorrect answer, he is sent back to the starting position and the incorrect number or symbol is automatically removed from the screen. This process of elimination will eventually guide the players to the correct answer through a positive learning experience. The winner is the first player to score ten correct answers. The winner receives an electronic pat on the back and a musical salute. A new game will automatically start after each ten point round. Some correct answers will appear in the center of the orbits and will be more difficult to reach. Press the action button to lower the electronic figure's head to duck through the orbit without touching a wrong answer. This game is programmed so that it may be played by children who do not yet comprehend numbers. At the first level, a child may enter a matching symbol and it will score as a correct answer. The level of play will move up as the players grow more proficient.
Interpol (Europe) (Proto)	Interpol is a game for two players, one controls two spies (red characters) and the other controls two police officers (blue characters). The spies are in possession of secret information and must try to leave the country with them, by air or by sea. The police officers have to stop their plan. The airport and the port are blocked by the police, and individuals interested in traveling must present a code which only the police knows. The main screen represents a town, with U-shaped boxes with numbers from one to nine inside representing buildings. At the beginning of the game, the player controlling the police must define the code which blocks the airport and port (represented by an airplane and a ship). The code must be a word of five letters. As the player enters each letter, he or she must assign a building to store that letter, by entering its number. Once all letters are stored, the game begins. The player controlling the spies must choose one of them and start moving around the town searching for the letters. While moving, the selected spy becomes invisible so the police officer won't see which way the spy takes. At one turn, movement can only be vertical or horizontal, so if the player chooses to move horizontally, he or she will only be able to move vertically in the next turn. At the bottom of the screen, a red character will be shown walking and little green bars will pass him by, telling how many &quot;spaces&quot; he has moved. Each turn may last five to 60 seconds, depending on the choice the players made at the beginning of the game (different durations can be set for each player). The turn ends when the time is over or when the player presses a button. The player controlling the police officers chooses one of them and starts moving, trying to catch the spies. When the player thinks the police character is in the same space the spy is, he or she must press the action button. If the spy is really there, he is captured, if not, the player controlling the police officers just ends his or her turn. The game ends when the police captures both spies or when one of the spies gets to the airport or the port and enters the correct word.
Invaders from Hyperspace (USA)	The players are in the Battle Control Central at the heart of the United Planets Interstellar Galactic Empire. From there, they monitor the activity of the twin solar systems of Terien and Lorien, forty-three billion light years away. Their mission is to control to protect the planets of those solar systems from the invasion fleet with the remote controlled battle cruisers. They'll control their ships with the joystick and fire lasers with the action button. The invasion fleet will shoot the players and the planets as well. Shot planets will have their colors changed and will be conquered when their colors match the invaders ship's colors. If the players' ship is destroyed, a new one will be launched from one of the planets with their color. If there's no planet with their color, they'll have to wait until a planet's color change to theirs. If the players crash into planets with a color different than theirs, both the ship and the planet will be destroyed. Destroyed planets won't come back, but the central planet at each orbit is indestructible. Players can also hide their ships in their own planets, by landing on them. Planets with ships landed will blink. The winner is the player who first destroys ten enemy ships.
K.C. Munchkin (USA)	K.C. Munchkin is a blue furry antennaed critter who's hungry for Munchies that float around in a maze. However, there are three antennaed Munchers who are hungry for K.C., so K.C. must avoid running into them unless he eats the special blinking Munchies that give him power to eat the Munchers. Once K.C. eats all the Munchies, he enters a new maze where the Munchies (and the Munchers) get faster. The player can select from several different mazes, including ones that turn invisible when K.C. moves around, and can even edit mazes.
K.C.'s Krazy Chase (USA, Europe)	K.C.'s KRAZY CHASE! The chase is really crazy because while K.C. Munchkin is chasing one end of the dreaded Dratapillar - the other end is chasing him - and so are the dreaded Dratapillar's dreadful Drats! Skill levels automatically increase as you play. Choose from five different mazes - or use the keyboard to make up your own! Advanced digital scoring with memory displays high score! Full sync-sound action - plus speech is played through the Voice of Odyssey2. Any number can play.
Keyboard Creations (USA)	Keyboard Creations! lets the player type in a main message which will continually scroll across the screen. The game also lets the player set up an &quot;alarm&quot; message which can pop up every 30 seconds. The player can also set a digital clock to keep track of time. The instruction manual suggests the following games that can be played: Movie Madness!: 1 player names a movie and it's up to the other player to type in as many people that are associated with that movie. The main objective is to fill in as many characters(up to 99) of the main message as possible within an agreed amount of time. Then player 2 takes his turn and the player with the most characters filled in wins. Sportscaster!: Played the same way as Movie Madness, except this time involves naming players of sports teams instead. Identograms!: One player enters a series of clues on a subject and the other player has a limited amount of time to identify the subject. If the subject is displayed on the screen before the player guesses it, the player loses the game. Source Word!: One player names a source word and the other player has only 5 minutes to type in as many word variations as they can by using only the letters contained in the source word. The words may be of any length but no letter can be used more than it appears in the source word. Then player 2 takes his turn and the player with the most characters filled in wins. Tell Tale!: Players take turns entering words of a sentence. A player completing the sentence before the 98th character is out of the game. A player unable to complete a sentence on exactly the 98th space is out of the game. The game continues until only one player is left. If a player ends the sentence on exactly the 98th space, that player is the winner of the game. Nincompoop!: Player 1 names any vowel the Nincompoop. Then players take turns entering words of increasing length (from 2-5 characters, then the cycle repeats). Anytime the Nincompoop vowel is used the player types Nincompoop in, instead of the vowel that would usually belong there. A player who cannot fit a word of the required length into the 99th space is out of the game. After that player is eliminated, the game starts with anew. The last surviving player is the winner. Chain Letters!: One player names a category then types in a word that would fit in that category. Then the next player has to type in a word that starts with the last letter of that word that still fits in the current category. A player breaking the letter chain is out of the game and the surviving players continue.until only one player is left, or until a player ends a chain on exactly the 99th space. If a player cannot name a category word that fits into the 99th space, that player loses. A new category is selected after that, with the other surviving players continuing on the game. Quiz Wiz!: One player programs a series a math problems for the other player to solve in a limited amount of time. The player wins if they arrive at the answer before it appears on the screen.
