#key	synopsis
Gomoku Narabe & Reversi - Touryuumon (Japan)	A simple collection of two classic puzzle games Gomoku Narabe & Reversi/Othello. Gomoku Narabe, is a ancient Japanese game the title of which means &quot;five stones in a row&quot;. The goal of the game is to place five tokens of your color (white or black) in a row. Of course your opponent will be trying to block you. The game ends when a player achieves tis penta-worthy task. The board is 14 x 14. Reversi is a game commonly know under the name that it is marketed by Pressman, Othello. In reversi ones goal is to flip the opponents tiles (white or black) by surrounding the opposing token(s) on either end with your own. The board is 8x8. A challenge mode approaches! You can battle your way through ranks of board game master beginning with a horrid smiling goblin and moving up to a mysterious old guru. Two players can play the game through the Communication Cable, which is odd as it would seem feasible to play the games on a single system, but what can ya do?
Goraku Ou Tango! (Japan) (Rev 2)	Go Raku Ou Tango! is a simple word game mimicking the puzzles found in the pages of popular printed Japanese word-puzzle publisher Sekai Bunka. These puzzles consist of taking words writing in English and the two syllabaries of Japan Hiragana, or Katakana, and moving tiles around beneath the word(s) to recreate them in a different writing style. There are several variants on this gameplay. There is a story mode featuring a family of archaeologists who are digging up Japanese orthography across the globe. Sweden, for instance, is known not only as being the home of lost Atlantis but also troves of buried Japanese writing! A family member is missing perhaps there will be clues in this the ruins of these global ancient Japanese ruins? By completing the puzzles you will get to see a scene and a new more difficult puzzle.
GunPey (Japan)	Gunpey is a puzzle game set in the wild west. Your goal is to connect pieces of fuses to get one long fuse going across the board, making it explode and disappear. There are several game modes in Gunpey, such as the classical puzzle game modes &quot;Endless mode&quot;, where you can either play until you mess up or timed, either for 2 or 5 minutes. &quot;Stage mode&quot;, where you have to clear a certain amount of tiles before advancing to the next stage. &quot;Puzzle mode&quot;, where you have a set amount of fuse pieces and you need to make them all go away in one explosion. And finally &quot;Vs. mode&quot;, where you can face off against a friend.
Hanafuda Shiyouyo (Japan)	Hanafuda Shiyouyo is an action based card game, published by Kaga Tech, which was released in Japan in 2000.
Harobots (Japan)	Harobots is a game series developed by Sunrise Interactive, it features Haro from Gundam series, as a protagonist's pet. Haro can be customized and battle for its trainer from any mecha series by Sunrise. This game series never released outside Japan due
Hunter X Hunter - Ishi o Tsugu Mono (Japan) (Rev 2)	Hunter X Hunter is a Japanese manga series written and illustrated by Yoshihiro Togashi. The story focuses on a young boy named Gon, who discovers that his father, whom he was told was dead, is actually alive and well. He learns that his father, Ging, is
Kakutou Ryouri Densetsu Bistro Recipe - Wonder Battle Hen (Japan)	Kakutou Ryouri Densetsu Bistro Recipe: Wonder Battle Hen is a Strategy game, developed and published by Banpresto, which was released in Japan in 1999. In a world where talented cooks turn tasty food into monsters called Foodons, amateur chef Zen travels on a world cruise working his way up to win tournaments and become a Foodon champion. Cooking to create a new Foodon requires timed inputs which, if done perfectly, can earn an S-rank which adds an additional skill to the new Foodon. There about 100 different Foodons of types Japanese, Chinese, Western, and Ethnic. Foodons gain experience if they win against opponents in battles. Foodons can also be boosted by toppings that compliments the dish they are based on.
Kaze no Klonoa - Moonlight Museum (Japan)	In this game, you control a boy named Klonoa. One day he sees a dream in which he learns that somebody has stolen a fragment of the moon. He is told that the thieves are probably some painters who took the moon fragment into a museum. As Klonoa enters the music, he gets teleported into a mysterious world. Now he has to use his wit in order to overcome all the obstacles in this world and retrieve the moon fragment. Kaze no Klonoa: Moonlight Museum is a platform game with an emphasis on puzzle-solving. The enemies you encounter can be inflated with the help of Klonoa's yo-yo, and carried around. You can throw them at other enemies, or use them to jump to higher ledges. In addition, there are various kinds of symbols you have to collect to open locked doors, teleporters, switches, time bombs, and other ingredients for puzzles.
Keiba Yosou Shien Soft - Yosou Shinkaron (Japan)	Yosou Shin Karon is a Horse Racing game, published by Media Entertainment, which was released in Japan in 1999.
Kiss Yori... - Seaside Serenade (Japan) (Rev 2)	Kiss Yori... Seaside Serenade is an Adventure game, developed by Kid, which was released in Japan in 1999.
Kosodate Quiz - Dokodemo My Angel (Japan)	Kosodate Quiz Dokodemo: My Angel is a Trivia / Game Show game, developed by Namco and published by Bandai, which was released in Japan in 1999.
Kyousouba Ikusei Simulation - Keiba (Japan) (Rev 1)	This game begins by asking you to name your own stable, and then your first horse, quickly introducing you to the world of this horse raising, breeding, and racing game. The majority of the gameplay focuses on micromanaging your horses training and care. You an select the races that you think you're horse is ready for in an attempt to win coveted ribbons, and wealth beyond the dreams of avarice! Once you enter a race you'll be taken out of control and see if all you're hard work has payed off as your beast makes it around the track. An announcer follows the competition of there Muybridge wannabes, narrating what you see. Regardless how good your horse is it will be economically prudent to continue its line. Through shrewd husbandry you can translate the positive traits of race horse to a new generation. You'll be able to select a proper mate from other stables. Horse information and stable data can be shared with other players via the Communication Cable.
Langrisser Millennium WS - The Last Century (Japan) (Rev 1)	&quot;Langrisser Millennium&quot; is yet another installment of the long-running Japanese strategy RPG series. You control five main characters: Taji, a young boy whom was chosen as the ruler of the country Salem; Nei Lee Sun, the ruler of Chin, who helps Taji when he gets involved in a war; Masariva, a half-beast and a former slave who became a queen, but preferred the life of a wanderer; Rumaty Marf, the queen of the country Misla, on a quest for an angel who appeared in her dream; and Saryune, the ruler of Vidern, whose only desire is power. Those five rulers meet each other, when they get involved in a war with hostile countries. However, soon they learn a greater evil has appeared in the world - they must reach a faraway island to prevent the reincarnation of an evil god... The gameplay &quot;Langrisser Millenium&quot; is divided into &quot;Map Mode&quot; and &quot;Battle Mode&quot;. In map mode, you move your characters over a map, trying to reach enemy fortresses and to prevent the enemy to reach yours. Everything happens in real time: if you do nothing, the enemy will come and conquer your country. Once in battle mode, you control several teams. You only assign actions to the team leaders, while others fight automatically in round-based strategy combat.
Last Stand (Japan)	Last Stand is a Strategy game, developed by Soft Machine and published by Bandai, which was released in Japan in 1999.
Lode Runner for WonderSwan (Japan)	The Bungeling Empire has stolen a huge cache of gold from its rightful owners, and your mission is to infiltrate its treasury and recapture it. This entails progressing through 150 screens of platforms, ladders and ropes. The Empire has sent robotic guards down to protect the gold, and contact with any of these will cost you a life. Your method of escaping them is to press fire to dig a hole in their line of movement, thus causing them to fall in briefly, allowing you to move across the gap safely. Once all the gold has been collected, a ladder allowing you to move onto the next screen is added. Completing these screens often requires forward planning and precision. This was one of the earliest games to include a level editor, allowing the creation of new level designs with no programming skill.
Macross - True Love Song (Japan)	Macross: True Love Song is a Strategy game, developed and published by Lay-Up, which was released in Japan in 2000.
Magical Drop for WonderSwan (Japan)	Somewhere in the world, there is a precious item called magical drop. Anyone who finds it will be granted happiness, or will be able to execute revenge upon his enemy. No wonder many people are trying to get this item. But the way to obtain it is not easy... This is a puzzle game in which different balloons are falling down and you must match three balloons of the same type to make them disappear and to prevent them from crushing you. The player character is running sideways on the bottom of the top-down screen, and is shooting the balloons to make them change shapes and match each other. There are different player characters, all of which are Tarot cards: Demon, Justice, Priestess, etc. Each character shoots a different kind of special ball, which can be matched against any combination of other two.
Mahjong Touryuumon (Japan) (Rev 3)	Mahjong Touryuumon is a Board game, developed by Chat Noir and published by Sammy Studios, which was released in Japan in 1999.
Makaimura for WonderSwan (Japan)	Arthur the brave knight must rescue his beloved Princess Prin-Prin from the Demon Emperor Azazel and his forces. Among them are various undead (ghosts, zombies), bats, ogres and goblins. Other challenges include moving platforms, ladders and water/fire hazards. This game combines enemies from all three previous Ghosts 'N Goblins games.
Medarot Perfect Edition - Kabuto Version (Japan)	Medarot: Perfect Edition is a RPG developed by Natsume and published by Imagineer in 1999 for the WonderSwan, and is a &quot;director's cut&quot; edition of the original game released on the Nintendo Game Boy in 1997. It follows Hikaru Agata on his quest to compete in Robottle tournaments and defeat the evil Roborobo Gang. It was released in two versions: Kabuto (Rhinoceros beetle), where the player's starting Medarot is Metal Beetle, and Kuwagata (Stag beetle), where the player starts with Head Scissors.
Medarot Perfect Edition - Kuwagata Version (Japan)	Medarot: Perfect Edition is a RPG developed by Natsume and published by Imagineer in 1999 for the WonderSwan, and is a &quot;director's cut&quot; edition of the original game released on the Nintendo Game Boy in 1997. It follows Hikaru Agata on his quest to compete in Robottle tournaments and defeat the evil Roborobo Gang. It was released in two versions: Kabuto (Rhinoceros beetle), where the player's starting Medarot is Metal Beetle, and Kuwagata (Stag beetle), where the player starts with Head Scissors.
Meitantei Conan - Majutsushi no Chousenjou! (Japan)	Conan Edogawa is the pseudonym of Shin'ichi Kudo, but more than just a pseudonym, a pseudoform. Shin'ichi Kudo, an inquisitive seventeen year old student, was investigating a blackmail case when attacked by members of the Black Organization. He was forced to take an experimental APTX 4869 drug which caused, in a rare side-effect, his body to transform into that of a seven-year-old. This does not stop Shin'ichi, adopting the name Conan Edogawa he moves in with Ran Mori, his childhood friend and sweetheart. Enrolling in a elementary school to complete his disguise he vows to find out who is backing the Black Organization, and to have his revenge. With the help of his his oddball classmates, an ex-member of the Black Organization Ai Haibara, whose also been turned into a child, and his beloved he just might do it... The games story follows the Conan through his school life which intertwines with his search for justice. He forms a Junior Detective League in his school to help him out. This cast of characters will help supply you information throughout the game. The gameplay consists of using a map screen to travel to a number of areas collecting clues for the case you are on. Each area offers you the ability to examine the area, talk to bystanders, collect items, and sometimes attack if a threat is apparent. After collecting information you will have the chance to open your notebook, which will cause the WonderSwan to switch to a vertical orientation, and review your information. Also in the note books is a logic grid. On the grid you will have to select where you've deduced something intersects,who was at the scene at what time, by marking it with a circle and voiding all impossibilities with crosses. Once you've completed an entire grid you'll be able to present your deductions or press a point further allowing you to progress. If you've gotten your reasoning wrong, however, it is back to the drawing board and time to recheck you evidence and maybe time to see if you missed some clues. This game includes five scenarios, roughly translated to English as: 1. Continuous high school girl kidnapping 2. Murder on the suspense drama set 3. Jack the Ripper murder The mysteries incident's letter of notice 4. Treasure cases at the end of the century
Meitantei Conan - Nishi no Meitantei Saidai no Kiki! (Japan)	Detective Conan returns to the WonderSwans continuing his efforts to thwart the dreaded Black Organization. The game features new mysteries and new characters from the Conan universe. New features include finding keys. Keys represent actual bits of evidence you can use to solve the logic puzzles in the game once you find all the keys you will be able to attempt to solve the puzzle. However, often in the search for keys one finds hints. Hints are bits of information that will point you in the right direction of a key. Hints also be presented, singularly or combined, to various people in an attempt to extract information, or keys. Once you have all the keys you will be able to have an entire logic grid, otherwise there will be grayed out areas on the grid. There is also now a mode in some cases where Conan will have to chase the suspect through several areas before subduing him. The game records your information at the start of the game to work a character based off of you into the game. This character can be swapped with other owners of Meitantei Conan: Nishi no Meitantei Saidai no Kiki !? through the Communication Cable. This game alternates between horizontal display for regular play and investigation, and vertical display for Conan's detective notebook.
Metakomi Theraphy - Nee Kiite! (Japan)	Metakomi Theraphy: Nee Kiite! is a Strategy game, developed by Yoshidayama Workshop and published by Media Entertainment, which was released in Japan in 2000.
Mingle Magnet (Japan) (En,Ja) (Rev 1)	Mingle Magnet is a simple puzzle game of the falling block variety. The player oversees a 10 x 10 square field where the first four rows (three on easy) have been filled by blocks. Each block shows one of three symbols, a dark gray circle, a light gray circle, and a white circle. When ever any of blocks with matching symbols touch they will form a link. By moving the cursor over a chain and clicking on it the player will be given points based on its size on the chain will be removed. The goal is to get a large score while making sure that new pieces can still enter the field. Once no more pieces can enter the game ends. Blocks fall at the same time one square apart, when the next set of blocks fall they will occupy the space given by the previous drop. The &quot;magnet&quot; aspect of Mingle Magnet come into play in how the player can control the placement of the blocks. All the blocks are attracted to a magnet which, although not seen, can be placed on any side of the field. All blocks will be drawn to the magnet. For example, if one has the magnet at the south of the field and then puts it to the north what was the top of the block pile will now be the bottom, and blocks will fall onto what was the bottom. The direction of the magnet is indicated by a magnetic field animation behind the action. This game is played vertically.
Mobile Suit Gundam MSVS (Japan)	A must for anyone who can sing the Gundam theme tune. Great shading make this a very atmospheric title that does justice to the WonderSwan. Mr. Gunpei Yokoi would have been very proud. Players assume the role of an Anaheim Electronics test pilot as they
MobileWonderGate (Japan) (Rev 1)	The Mobile WonderGate was made to connect the WonderSwan to a compatible mobile phone and then have access to the Internet via your mobile phone. NTT DoCoMo was the mobile carrier who sponsored this product at the time, and it surely only worked on this n
Moero!! Pro Yakyuu Rookies (Japan)	Moero!! Pro Yakyuu Rookies is a Baseball Sim game, developed by TOSE and published by Jaleco Entertainment, which was released in Japan in 2000.
Morita Shougi for WonderSwan (Japan)	Morita Shogi for WonderSwan is a Board game, developed and published by Yuki, which was released in Japan in 1999.
Nazo Ou Pocket (Japan)	Nazo-Oh Pocket is an Adventure game, developed by Bandai Visual and published by Bandai, which was released in Japan in 1999.
Neon Genesis Evangelion - Shito Ikusei (Japan)	Neon Genesis Evangelion Shito Ikusei is a Japanese video game for the WonderSwan which was developed by Gainax and published by Bandai in 1999. This game has Tamagotchi-elements to it. You play as Ryoji Kaji. You have to take care of Adam, or &quot;Shito&quot; as it is named in the game, in an embryonic state. You'll be able to make it evolve through different options. It will evolve into different forms depending of its stats. You can then make it battle the three Evangelions of Shinji, Rei and Asuka. You can also explore different places from the Evangelion anime as Kaji himself, talk to different characters and acquire different items for Shito.
