#key	synopsis
Beavers (Europe)	The Beavers Supergroup and their megastar leader Jethro have reached number one in the Charts and are a big hit in all of the forest discos. Unfortunately, the previous number one group, The Rappin' Rabbit Rockers, are very angry at the Beavers success. They put a plan into action. Jethro's wife was kidnapped and is being held hostage. She will not be released until the Beavers are disbanded and all their master tapes are destroyed. Jethro is determined not to let his Beaver comrades down. He sets off to rescue his kidnapped wife with the help of his children. You take the role of Jethro. The aim of the game is to make your way through each level of the game, overcoming the various Rabbits allies you will encounter. For every six levels of the game that you complete, you will be given a code so that he can continue his struggle at a later date. However, the Rabbits don't take too kindly to this, so they send their biggest and most dangerous followers to attack you just prior to him being given the code. To defeat these large beasts, use your spin attack to propel the missiles back at them. Watch out, as rocks are too heavy to bat with your tail and you will use an energy point in trying. If fighting is not enough, you must collect Charisma Stars to maintain your charisma that you will need to complete a level. There are also Life Stars which have the ability to give you another life, but to get these, you must sneak up on them or the will move out of your reach. To keep your helpful children from losing interest, you must find Raccoon Skin Hats to give as gifts to stay in their favor. There are switches serving different functions that need to be activated. Doors will have to be entered to locate secret rooms that may contain the stars or other valuable objects. There are Rubber Leaves that may be needed to access those hard to reach areas. Just try jumping on them. Sometimes to reach the top of a level, clouds may have to be used. Some are more solid than the others. Mushroom Seeds can be used to grow your own platform to access other platforms. You may come across machinery that activate lifts or send a jet of steam into the air. You will need a spanner to start these up. Its all up to you.
Beneath a Steel Sky (Europe) (En,Fr,De,It)	In futuristic Australia, there are giant cities owned solely by corporations, separated by a giant wasteland known as The Gap. When Robert Foster's Gap-dwelling tribe is killed by soldiers from Union City who capture him, everything changes for him. After a narrow escape from the helicopter bringing him there as it inexplicably crashes, Robert and his droid Joey must search the decaying city, attempting to befriend both the snobby rich and the frustrated poor as the two attempt to get out of the city, but in the middle of everything they uncover the dark truth about LINC, the bizarre computer which makes the city tick. The game uses the Virtual Theatre engine from Lure of the Temptress, which allows its characters to move freely independent of the player's input, making the game world more dynamic than it is usually the case in comparable games. Otherwise, the engine provides traditional point-and-click adventure gameplay.
Benefactor (Europe)	As Ben E. Factor himself, you must travel through the six moons of Minniat, on which the peaceful and good-natured people of Lullyat have been kidnapped. These Merry Men each have their own potential skill once rescued, so releasing them in the right order is often essential for completing a level. Some Merry Men have grey suits - this marks them out as joyless and awkward characters which must be guided through a coloring machine. The Miniation people have loaded the 60 levels with various nasties, ranging from slugs (slow, but must be jumped), Rock Men (those with sharp backs are more dangerous, but both are quite nippy), spiked teeth emerging from manholes, and so on. A large map is provided, and at any point you can pause the game and scroll around the map, which makes the forward planning easier.
Big 6, The (Europe)	The Big 6 is a collection of six games from the Dizzy series. It contains : Fantastic Dizzy (in an enhanced AGA version) Dizzy: Prince of the Yolkfolk Treasure Island Dizzy Spellbound Dizzy Magicland Dizzy Crystal Kingdom Dizzy
Black Viper (Europe) (En,De,It)	Black Viper takes inspiration from games such as Fire and Forget and Chase H.Q., replacing the fast car with an armed motorcycle. As usual, this game takes place after a terrible nuclear war, with you playing as the son of a lost freedom fighter. The freedom fighters try to recapture the remaining cities from the mercenaries acting on behalf of the underground people who instigated the war in the first place. To do this, you must travel from city to city on the open roads, arriving within a given time frame. This is difficult due to the crowded roads, but luckily you can blow up most other vehicles with your gun. As the game progresses, enemy vehicles become harder, requiring more shots to be taken out. Luckily, your bike may be upgraded in the shop between levels.
Brian the Lion (Europe) (En,Fr,De,It) (Gameplay CD-ROM)	In this game, you play Brian, the lion that closely resembles the Paddle Pop mascot. You must carry out the task of rescuing your friend Chris the Crystal, who has been kidnapped by Geeza the Dragon. His other warped jungle animal friends, Barry the Bear and Graeme the Gorilla, prevent you from getting to him and rescuing your friend. Your job is to run through each level, destroying enemies that get in your way by either &quot;clawing&quot; them or jumping on their heads. Along the way, collect as many crystals as you can so that you can use them at the shop to buy extra lives, credits, heavenly hit points, jinormous jumps, really raj roars (which also kills enemies), and splendid speed. There are many secret areas in a level, some will take you on a different route other than the one you take when you reach the level exit. However, you must complete certain levels in order to progress further in the game, but you can return to a level that you have completed. You are given enough time to complete the level. If you run out of time before you reach the exit, you will receive no bonus. Furthermore, you do not get to access one of the three bonus levels that you can choose from if you do.
Brutal Football (Europe)	Similar to Speedball 2, Brutal Football is an ultra-violent sports game. Matches last 7 minutes, and the aim is to get the ball into the goal, kept by a net-minder. The oval ball can be thrown or kicked, this resulting in frequent up-and-under type kicks. Violence is the pivotal element of gameplay: rather than rare occurrency, punching, stomping, use of weapons, and even decapitations are what the game action is rife with, and key to victory. Bonus and non-bonus items appear on the pitch, such as bombs to throw at opponents, rabbits to speed up the current player, or tortoises which slow him down. Teams are a total of eleven and consist of seven humans and aliens, some of whom have unique skills. There's a lot of blood and flailing limbs, giving things a gruesomely humorous edge. Victory is achieved not only by scoring more goals than the opponent team but also decapitating all the players of it but one. The player is offered choice among a single match, knockout cup, and leagues to advance trough (for a total of four of them).
Bubba 'n' Stix (Europe)	The player controls Bubba, a redneck character, who is accompanied by a sentient stick named Stix. Stix can be used in various ways to help Bubba defeat enemies and get past obstacles: for instance, Stix can be thrust into a hole in the side of a platform so that Bubba can climb higher.
Bubble and Squeak (Europe)	Bubble and Squeak starts off similarly to many other platform games. Controlling a bald child, you move through a scrolling array of ledges, avoiding contact with nasties who release coins when shot. There are hidden areas to find as well. Halfway through the first of the 30 levels, you meet Squeak and the full nature of the game starts. Squeak is a blue alien, who must also be guided through the levels. As he can't jump as high as you, he must sometimes be instructed to wait while you flick a switch or otherwise solve the puzzle of how to guide him through. If you stand on top of Squeak you can be launched into an extra-high jump.
Bump 'n' Burn (Europe)	Mario Kart is taken one step further in this racer. The computer racers include Loretta Lâ€™Amour, the Buck-Toothed Beavers, and the uncompromising Colonel Carnage, each of which have individual looking cars, varied weapons, and some attempts at humour and pathos. The courses are quite lengthy, and are laden with hazards and power-ups such as oil slicks and homing missiles. The computer cars appear to be faster when behind you than when in front â€“ strange. The handling is deliberately arcadey, with fast acceleration and braking as well as the chance to brake and steer at the same time. The graphics are third-person, with a split-screen option, in the grand Mario Kart / OutRun tradition.
Cannon Fodder (Europe)	Guide a team of up to six soldiers through 72 levels of combat in this top-down action/strategy hybrid, best thought of as Lemmings crossed with Commando crossed with Dune 2. The characters are controlled indirectly using the mouse, as you activate each soldier or group of them by highlighting them, click the left button to move them to a particular spot, and the right button for them to fire guns at an enemy. You can also pick up grenades or rockets, which can be used to destroy groups of enemies, buildings or some vehicles (by pressing both buttons at once). Each mission has a specific objective, and some feature vehicles such as tanks that used make things easier. Your troops can cross water but can't shoot within it, so finding and controlling bridges is often crucial. You can use the arrangement of trees to find hiding places to shoot from, and should watch out for CPU soldiers also doing so.
Castles II - Siege & Conquest (Europe)	Castles II expands on the original by changing the interface and adding video cutscenes on the CD-based versions. You choose to be one of five feuding lords vying for the Crown. Conquering, spying, sabotage, diplomacy, whatever it takes--as long as you keep the Pope and your people happy. You have to reach 7,000 points to petition the Pope for the throne, and then you have to maintain those points for 4-5 game months to win the game. However, your rivals will attack you as soon as the Pope declares his support, so be sure you have a strong military before applying for the Papal backing. Castle building is more efficient and easier to deal with. You can also set up pre-made castles on file so that you can place them quickly. Battles are set in a full alternate screen with the ability to place and command each unit.
Chambers of Shaolin (Europe)	In the first part of this game, you will have to train your character in the various chambers of Shaolin. Each exercise, which includes balancing on trees, kicking a pendulum and dodging objects coming towards you, will improve your skills like stamina and strength. The better you do in the chambers, the easier it will be for you in part two. Part two is a more traditional 2D fighting game where you have to advance from level to level by beating your opponents up.
Chaos Engine, The (Europe) (En,Fr,De,It)	A time traveler from the future was stranded in Victorian England, and his knowledge of yet unknown technological inventions was passed to the Royal Society, headed by Baron Fortesque. With the help of this knowledge, Fortesque managed to construct an immensely complex artificial intelligence known as the Chaos Engine. However, creation rebelled against its creator, assimilated its mind, and turned Britain into a war zone populated by mad machines. Mercenaries are willing to enter this dangerous place and put an end to the chaos, hoping for an appropriate reward.
Chuck Rock (Europe)	Chuck Rock is your typical average cave man. He likes to spend his Sunday afternoons watching football and drinking beer. Unfortunately, his peaceful existence is interrupted one day when his wife, Ophelia Rock, is kidnapped by the village wierdo, Gary Gritter. So, Chuck is rather upset about this whole situation and you have to help him make things right. The game is a side-scrolling platformer. Chuck fights of a variety of dinosaurs using his belly-buster attack and a jump kick. Occasionally he has to pick up and throw rocks to defeat enemies and allow him to jump to greater heights.
Chuck Rock II - Son of Chuck (Europe)	The story in this Chuck Rock game takes up a little while after the end of the first game. As you may remember, Chuck Rock had to rescue his girl, Ophelia from the bad dude Gary Gritter. Well, he was successful in his efforts, and now Chuck and Ophelia are married. Eventually, they have a son, named Junior. Chuck works in a factory, where he develops great skill at carving automobiles out of stone. A rival manufacturer becomes jealous of Chuck's abilities and kidnaps him. Now it is up to Junior to rescue his dad! The gameplay in this sequel is similar to the first game, but with some minor differences since you are playing as Junior, rather than Chuck. This is a side-scrolling platform game with occasional rock-moving puzzles thrown in. Unlike Chuck, Junior carries a club that gives his attacks further reach.
Classic Lotus Trilogy, The (Europe)	This collection features the whole trilogy: - Lotus Esprit Turbo Challenge - Lotus Turbo Challenge 2 - Lotus 3: The Ultimate Challenge The first game features lap-based racing against 19 other cars. The second game involves driving to checkpoints against the clock, with 8 distinct settings and a full screen single-player mode. The third game adds the RECS course creator, and combines lap-based racing and checkpoint-based racing from the original, with 5 new settings.
Clockwiser (Europe)	In each level of Clockwiser (100 on Amiga CD32), you have a shape to reproduce, shown on the right. There are a number of special blocks to achieve this, including bombs, block generators and anti-gravity blocks. Each level has its own time, which only starts with your first action, so you're free to think before you act.
Clou!, Der (Germany)	You play Matt Stuvysant, a man of Polish descent and criminal persuasion. You arrive in London with nothing but the clothes on your back and a desire to become the greatest criminal mind this century. Once getting a room and meeting some accomplices, you must begin your career. Starting with small shops and gradually working your way up to the theft of the Crown Jewels. The game allows you to control almost every aspect of the crime, from choosing the target building and accomplices to actually planning the burglary itself.
D-Generation (Europe)	The game presents an isometric point of view of different interconnected, maze-like rooms that the player passes through floor by floor. Each room can require brains, brawn or both. All bioweapons present in a room must be killed and all air duct vents that they enter through sealed before proceeding further. The building's paranoid security system has predictably gone haywire, leaving rotating grenade launcher turrets, land mines, electrified floors and laser fences targeting humans. Less hostile puzzle elements are doors, the switches and computers that control them, keycards, infrared electric eyes and teleporters. The courier is soon armed with a laser gun that holds unlimited ammunition and a great puzzle value: its shots bounce off walls, trip switches and travel in teleporters. Finally, surviving Genoq employees and some special items are scattered around the floors. Rescuing a survivor by clearing a room of bioweapons and getting him/her to its entry point in one piece earns an extra life. Bombs are the most prominent item; they can blast through doors and destroy some hazards, making them a kind of a &quot;get out of puzzle free&quot; coupon. The number of lives is limited. Losing one restarts the room if any are left, the floor if not. Saving is available, loading returns to the start of the floor.
Dangerous Streets & Wing Commander (Europe) (En,Fr,De,It)	A two game compilation that came packaged with the Amiga CD32 system. It includes the 2D one-on-one fighting game Dangerous Streets, and the futuristic space-combat simulator Wing Commander (in an AGA-enhanced version only available in this compilation).
Dangerous Streets (Europe) (En,Fr,De,It)	Dangerous Streets is a colorful sprite-based fighting game in the vein of Street Fighter II. Its eight characters are diverse, ranging from fashion models to a bizarre monster &quot;custodian&quot;. In addition to a two-player mode, the game also features single matches against the CPU and a tournament mode. The control scheme consists of the standard weak, medium and strong punches/kicks, and both keyboard and joystick controls are supported.
Darkseed (Europe)	Dark Seed is an adventure game which capitalizes on the drawings of famous horror designer H. R. Giger as a source of background artwork and inspiration. You play Mike Dawson, an ad company manager who, in pursuit of his goal in life to become a writer, purchases a solitary mansion in a small town called Woodland Hills. Although the low cost and hush-hush transactions when purchasing the house do raise your suspicion, the solitary environment and sheer beauty of the house crush common sense and you decide to buy the house. That's when trouble begin. Upon reaching the house, you suddenly feel tired. You find a bed and fall asleep... ... and wake up from a terrible dream, only to find out that your life has just become a worse nightmare: an unknown source has implanted a seed of darkness in your mind, and you only have three days to find a way to stop it.
Death Mask (Europe) (En,Fr,De,It)	Doom on the 7Mhz, 16-colour, 1Mb Amiga 500 might sound unrealistic, but this is one of a handful of games that managed it, and the first full Doom-style game for the Amiga. Unusually the multiplayer game was split-screen, which didn't really work because you could sneak a look into the other window to see where your opponent was - it's not exactly full of suspense. The major compromises in getting the game onto the A500 are the graphics, which lack texture-mapping, and the trick-3D used where the characters don't rotate smoothly in 360 degrees, but jerk through a small range of viewpoints, a la Dungeon Master. Only half the screen is used for the actual motion as well, with the rest reserved for RPG-style artwork - which is obviously superfluous because the 2-player game doesn't have it. It's a throwback to the first Lotus game of all things. You can even turn the animation off. In one-player mode there are 34 levels, accessed via passwords, 3 lives, and lots of powerup weapons. If one player completes the level, both advance to the next one (like Lotus 2, funnily enough. I guess I ought to think of a similarity to Lotus 3, just to complete the set). There's also the standard Death Match mode.
Deep Core (Europe) (v1.00)	An underwater nuclear research base has been invaded by a hostile craft. Captain Dawnrazer is sent in to wipe up the aliens and other beings, and that's where you come in. Deep Core is a dark platform adventure with similarities to Gods. There are nine main levels, each of which is split into sub-levels and also has bonus sections leading off from it. Each of the 6 weapons which are on offer can be boosted in power.
Dennis (Europe)	Dennis the Menace (known simply as Dennis in Europe) is a multiplatform video game based on the 1993 movie of the same name. The object in all versions of the game is to defeat a burglar who managed to find Dennis' town via the local railroad connection. Stages include Mr. Wilson's house, the great outdoors, a boiler room, and eventually the big boss battle with the burglar himself.
Diggers & Oscar (Europe)	A two game compilation that came packaged with the Amiga CD32 system. Diggers is a side-scrolling strategy game set on the planet Zarg. The aim is to use one of four races to mine the planet, whilst competing with the other three races. Oscar is a side-scrolling cartoon platformer. You guide Oscar through nine movie-based levels collecting Oscar statues - the iconic golden statues from the Academy Awards.
Disposable Hero (Europe)	This horizontally scrolling R-Type-influenced shoot 'em up features 5 levels to blast through, with bosses at the end of each level as well as tough mini-bosses as you go through it. There are four difficulty levels, with the easiest acting as a trainer, as you can't reach the final level or complete the game properly with it. You can customize exactly how loud the music and sound effects are relative to each other, and there lots of subtle visual effects, such as a smoke haze coming off your ship as it incurs gradual damage. The game's power-up system is worthy of note. Rather than simply picking up new weapons, or all-purpose tokens which can be traded in at the press of a button, you collect blueprints for a total of 32 different weapons as well as upgrades to the maximum amount of power your ship can unleash at a time. Once you reach a power-up bay (which are depicted as blue domes at the base of the level), you can add or remove weapons so as to maximize your attack capabilities.
Donk! The Samurai Duck! (Europe)	Donk is an ordinary duck who benefits from having been raised by samurai warriors, who've taught him everything they know about combat psychologies, strategies and skills. To prove himself he has set off to collect crystals from 112 levels of earth. Once you collect the target quota of gems, you must escape from each level through one of its many exits, giving the game a similar structure to Alien Breed: Tower Assault. Magical powers can be collected along the way, including the ability to turn into an inflatable toy duck, which makes it possible to float across water. There is a simultaneous split-screen 2-player mode included as well.
Dragonstone (Europe) (En,Fr,De)	The pseudo-sequel to Darkmere, Dragonstone has a look and feel influenced by Zelda games. Agon is the villain whose hordes you must destroy. The game is split across 7 multi-directional levels, taking in forests and caves in a fantasy setting. You are armed with a sword and a special energy-bolt attack, which can be charged up. Some vanquished enemies discard food or gold; there are shops in which to spend this.
Emerald Mines (Europe)	A Boulder Dash clone created for Amiga computers by Kingsoft in 1987. The CD contains the original levels as well as levels from Emerald Mine II and III. Players from all over the world have created levels using the included level creator, bringing the total number of levels to over 10,000.
Exile (Europe)	When a terraforming team on an unexplored planet sends worrying messages to Earth, then doesn't respond at all, a space adventurer is sent to find out what has happened. The player takes on the role of a spaceman who has to explore a gigantic extraterrestrial underground network. From the outset, he has a whole range of weapons and powers at his disposal. They move around in a jet pack, which is subject to gravity, wind and its own inertia. Objects are also subject to the laws of physics. When a spaceman dies, he reappears at the last teleportation point. The player must find a way to reach the depths of the planet to save the terraforming team and defeat the evil Triax!
Fears (Europe)	One of the numerous Doom style games for the Amiga in the mid 90s. Like Gloom, it was published by Guildhall Leisure, who gave the Amiga a lot of time in that era. Fears took the approach of having full-screen, though relatively low-resolution, graphics. The level landscapes feature lots of stairways and lifts, giving it a pseudo-3D feel. The game is played across 30 levels, with a level designer also included. The one-player game has 3 difficulty levels, while multi-player action is available via a null-modem cable.
Fields of Glory (Europe) (En,Fr,De)	The game is close to historical facts and therefore can be recommended to provide good information about this peri
Fightin' Spirit (Europe) (En,De,It)	Fightin' Spirit is a one-on-one beat 'em up centred around a competition by a gang overlord to find new heavies for his organisation. Ten tough-nuts have come forward, such as Burke the squaddie and Eric the biker. Many of these have special moves in which they can turn into an animal - Tong Lee can become a tiger and Lorente a puma. Special moves are selected using a combination of joystick/pad movements followed by a tap of fire. The game can be played with or without blood, and in a turbo speed mode, with tournament and tag-team options for potential multi-player tournaments. The game supports CD32 controllers as well as one-button joysticks.
Fire & Ice - The Daring Adventures of Cool Coyote (Europe) (En,Fr,De,It)	The background story of Fire & Ice is quick to tell: A coyote (you) runs, throwing ice cubes, through various worlds. In the levels you must jump on platforms and kill your enemies. The enemies (for example, birds and penguins) can be shot with your ice cubes; they become frozen, so you smash them. Sometimes they leave part of a key behind after they're destroyed. The complete key, assembled from all the pieces, opens the door to the next world. In this &quot;jump & run&quot; you can also get some power-ups. You can find some coyote puppies; these puppies follow you, are invulnerable, and also shoot enemies. In higher regions you find some snow-flakes; enough of these and you get a great snowball for freezing more enemies on the screen.
Fire Force (Europe)	A side-scrolling action arcade game similar to Green Beret. You play a mercenary who is dropped behind enemy lines. You need to make your way to the end each level where a helicopter awaits. The game is set in a Middle Eastern and Vietnam environment. There are several missions each is different and objectives are randomly changing (so it's fun to play more than once). There is time limit for each mission so hurry up.You can use guns, grenades and a knife. Slashing throats of your enemies or letting it rip with AK, it's up to you how you approach it. Watch enemies fly when they got hit by grenades. Nice feature to able to pick up dead enemies equipment. A lot of Rambo action!
Flink (Europe)	Disaster strikes Imagica Island and Wicked Wainwright's taken over! He's kidnapped the four island leaders, separated them, and has them under the watchful eyes of the Demon Guardians. Excited by his newfound control, he's gone absolutely crazy! He's casting dark clouds of smoke across the land, bringing unpleasant weather and much sadness to the people of Imagica. In a huge panic, the islanders appoint Flink, an apprentice wizard, to challenge Wicked Wainwright and to force the Demon Guardians to release the island leaders. Locate the leaders, bring their powers together, and help make Flink the full-fledged wizard he's always wanted to be!
Fly Harder (Europe)	Your homeland's precious limited energy is being taken advantage of by the evil Thargoid Empire, and you and your spaceship must do something about it. There are 8 bases to enter, with the aim of using energy pods to cause the reactors to overload and thus malfunction. The game is viewed side-on, resembling the ST classic Oids quite strongly; which is to say that gravity and motion physics dictate the ship's motion strongly. The 8 levels all have plenty of enemies on offer, both wall-mountings and actual ships, as well as enhanced weapons and extra fuel and shield energy. The ship can take some damage, and repairs itself over time (for no logical reason), which is one of the few things that gives you a hope of getting anywhere early on. Losing a life causes all the enemy turrets to replenish, emphasizing the restart points and making things more maze-based and methodical.
Frontier - Elite II (Europe)	There is no plot within Frontier, nor are there pre-scripted missions (as there are in its sequel, First Encounters). Instead, players explore space while trading legally or illegally, carrying out missions for the military, ferrying passengers from system to system, engaging in piracy or any combination of the above. As a consequence, Frontier cannot be completed or &quot;won&quot;, and players instead decide what to aspire to and set out to achieve it. In Frontier, the player begins in the year 3200 and assumes the role of one of Commander Jameson's grandchildren, having inherited one hundred credits and an Eagle Long Range Fighter from him. By the gameâ€™s standards, these are very modest resources, and are intended as a spur to encourage players to earn money by whatever means they feel is appropriate. Though the plot is minimal, some background information about the universe of Frontier is provided. There are two major factions in the galaxy: The &quot;Federation&quot;, based in the Sol system, and the &quot;Empire&quot;, based in the Achenar system. These two factions are bitter enemies, but at the time of the game they have established a tense cease-fire, akin to the Cold War. Players are free to side themselves with the Federation, the Empire, both, or neither; the game does not restrict one's political career. Both sides have military forces that a player can run freelance missions for, with successes leading to a military promotion. The ranks of the Federation and Empire are independent of each other. Playing for both sides adds to the difficulty to acquire a rank promotion for either.
Fury of the Furries (Europe)	In Fury of the Furries, you control a cute, round creature called Tiny, who must defeat &quot;the wicked one&quot; who has captured the King, and turned all the Tinies into mindless monsters. Fortunately your Tiny has special powers. It can transform himself into a swimmer, rock eater, fireball spitter, or rope swinger during its quest.
Gamers' Delight (Europe) (En,De)	Gamers' Delight is a compilation of 41 games for Amigas with CD-ROM, CD32 and CDTV. All games were developed by Harald Müller. The CD contains:* Alien Hunter AmiMind Bomber 2000 Filou Flotte Fireball Flotte Galaga 94 Go Kevin Go Happy Monster JumpMan Labyrinth Logik Marble Mau Mau Missile Mover Moving Multi Zocker Paint It Patience Patience II Patience III Piece in Space Pipe Master 2 Rescue Rescue 2 Reverse Rollerball Rolling Stones Roundabout Senso Skat Snake Soko Space Bomber 2 Space Dunk Spacer Speed Worms Stones Walls
Global Effect (Europe)	Global Effect involves building up a sound local economy before going out to attack other nations and rule the world. Cities must contain housing, food sources and power supplies, which is where it gets complicated. You can choose the environmental settings of the game, in a similar way to Civilization - an icy world or a post-apocalyptic one make things much tougher.
