#key	synopsis
Asterix - De Uitdaging van Caesar (Netherlands)	This interactive board game offers action and adventure as Asterix and his friends journey around the Roman Empire on a challenge from Caesar while learning about different countries' history and culture. You can play as various characters including Asterix, Obelix, Impedimenta, Panacea, Justforkix and Geriatrix. You have to collect souvenirs from various places as proof you've been there, and then get back to your village in time or else Caesar will win. It allows for up to 4 players or you can play against the computer. The game track has 54 squares that can be landed on which represent countries, challenges, prisons, magic potions, traps, rest, and meeting character opportunities. The druid Getafix is host and will hand out magic potion flasks to players (except Obelix who, as fans of the comics know, fell into a potion when he was very young). You can acquire some interesting gadgets from the druid-spy Dubbelosix, that will help you move more quickly. To win the recquired souvenir items, you have to either answer the questions asked in the country squares or buy them from the Phoenician merchant Ekonomikrisis with sestertii won in challenge squares. The scoundrel Tortuous Convolvulus will also try to impede the players progress, so look out.
Asterix - Die grosse Reise (Germany)	This interactive board game offers action and adventure as Asterix and his friends journey around the Roman Empire on a challenge from Caesar while learning about different countries' history and culture. You can play as various characters including Asterix, Obelix, Impedimenta, Panacea, Justforkix and Geriatrix. You have to collect souvenirs from various places as proof you've been there, and then get back to your village in time or else Caesar will win. It allows for up to 4 players or you can play against the computer. The game track has 54 squares that can be landed on which represent countries, challenges, prisons, magic potions, traps, rest, and meeting character opportunities. The druid Getafix is host and will hand out magic potion flasks to players (except Obelix who, as fans of the comics know, fell into a potion when he was very young). You can acquire some interesting gadgets from the druid-spy Dubbelosix, that will help you move more quickly. To win the recquired souvenir items, you have to either answer the questions asked in the country squares or buy them from the Phoenician merchant Ekonomikrisis with sestertii won in challenge squares. The scoundrel Tortuous Convolvulus will also try to impede the players progress, so look out.
Asterix - El Desafio de Cesar (Spain)	This interactive board game offers action and adventure as Asterix and his friends journey around the Roman Empire on a challenge from Caesar while learning about different countries' history and culture. You can play as various characters including Asterix, Obelix, Impedimenta, Panacea, Justforkix and Geriatrix. You have to collect souvenirs from various places as proof you've been there, and then get back to your village in time or else Caesar will win. It allows for up to 4 players or you can play against the computer. The game track has 54 squares that can be landed on which represent countries, challenges, prisons, magic potions, traps, rest, and meeting character opportunities. The druid Getafix is host and will hand out magic potion flasks to players (except Obelix who, as fans of the comics know, fell into a potion when he was very young). You can acquire some interesting gadgets from the druid-spy Dubbelosix, that will help you move more quickly. To win the recquired souvenir items, you have to either answer the questions asked in the country squares or buy them from the Phoenician merchant Ekonomikrisis with sestertii won in challenge squares. The scoundrel Tortuous Convolvulus will also try to impede the players progress, so look out.
Asterix - La Sfida di Cesare (Italy)	This interactive board game offers action and adventure as Asterix and his friends journey around the Roman Empire on a challenge from Caesar while learning about different countries' history and culture. You can play as various characters including Asterix, Obelix, Impedimenta, Panacea, Justforkix and Geriatrix. You have to collect souvenirs from various places as proof you've been there, and then get back to your village in time or else Caesar will win. It allows for up to 4 players or you can play against the computer. The game track has 54 squares that can be landed on which represent countries, challenges, prisons, magic potions, traps, rest, and meeting character opportunities. The druid Getafix is host and will hand out magic potion flasks to players (except Obelix who, as fans of the comics know, fell into a potion when he was very young). You can acquire some interesting gadgets from the druid-spy Dubbelosix, that will help you move more quickly. To win the recquired souvenir items, you have to either answer the questions asked in the country squares or buy them from the Phoenician merchant Ekonomikrisis with sestertii won in challenge squares. The scoundrel Tortuous Convolvulus will also try to impede the players progress, so look out.
Asterix - Le Defi de Cesar (France)	This interactive board game offers action and adventure as Asterix and his friends journey around the Roman Empire on a challenge from Caesar while learning about different countries' history and culture. You can play as various characters including Asterix, Obelix, Impedimenta, Panacea, Justforkix and Geriatrix. You have to collect souvenirs from various places as proof you've been there, and then get back to your village in time or else Caesar will win. It allows for up to 4 players or you can play against the computer. The game track has 54 squares that can be landed on which represent countries, challenges, prisons, magic potions, traps, rest, and meeting character opportunities. The druid Getafix is host and will hand out magic potion flasks to players (except Obelix who, as fans of the comics know, fell into a potion when he was very young). You can acquire some interesting gadgets from the druid-spy Dubbelosix, that will help you move more quickly. To win the recquired souvenir items, you have to either answer the questions asked in the country squares or buy them from the Phoenician merchant Ekonomikrisis with sestertii won in challenge squares. The scoundrel Tortuous Convolvulus will also try to impede the players progress, so look out.
Asterix - O Desafio de Cesar (Portugal)	This interactive board game offers action and adventure as Asterix and his friends journey around the Roman Empire on a challenge from Caesar while learning about different countries' history and culture. You can play as various characters including Asterix, Obelix, Impedimenta, Panacea, Justforkix and Geriatrix. You have to collect souvenirs from various places as proof you've been there, and then get back to your village in time or else Caesar will win. It allows for up to 4 players or you can play against the computer. The game track has 54 squares that can be landed on which represent countries, challenges, prisons, magic potions, traps, rest, and meeting character opportunities. The druid Getafix is host and will hand out magic potion flasks to players (except Obelix who, as fans of the comics know, fell into a potion when he was very young). You can acquire some interesting gadgets from the druid-spy Dubbelosix, that will help you move more quickly. To win the recquired souvenir items, you have to either answer the questions asked in the country squares or buy them from the Phoenician merchant Ekonomikrisis with sestertii won in challenge squares. The scoundrel Tortuous Convolvulus will also try to impede the players progress, so look out.
Atlantis - The Last Resort (Europe)	The parole officer has just made you an offer you cannot refuse... &quot;Shut down the reactor at the heart of the Atlantis resort and you can have your freedom&quot;. Your reply... &quot;Where's my rocket launcher?&quot; 20 levels of mindless blasting!!
Axis and Allies (USA)	It's 1942. World War II is raging, and you control the fate of nations… on the land, on the sea and in the air. Lead one or more of the major powers; Germany, Japan, USSR, United Kingdom, and United States; in history's greatest conflict, challenging the shrewd CD-i oponente or up to four other players. Use sound judgment, brillant strategy, and clever tactics, as you deploy your country's economic and militar might to defeat your enemies. Actual combat footage, detailed global and close-up views of the world, CD quality sound effects; plus extensive on-line help; add powerful dimensions to this engrossing CD-i version of the popular Milton Bradley board game.
Backgammon (USA, Europe)	Backgammon is a translation of the classical board game for the CD-i. The game allows the player to chose between three different opponents with each their own skill level. The game can be played in a first person perspective in which the opponents are displayed in an animated cartoon style. You can also play against a friend and choose for a top down view of the game board. A hint system is available when you don't know what to do and it is also possible to undo a turn when you change your mind.
Battleship (World)	Battleship is a conversion of the classic board game for the CD-i. The game plays exactly like the original board game. You take turns to fire on certain coordinates in the hope of hitting enemy ships. On the side of the screen there's a little window that shows short naval archive footage whenever you are firing or get hit. You can play against the computer or against a friend.
Berenstain Bears, The - Bij de Berenstain Beren Thuis - Thuis en bij Jou (Netherlands)	The Berenstain Bears: On Their Own is an interactive story book for children based on the popular children's book series. A yearly fair has come to Bear country, but nobody has the time to accompany brother and sister bear to go to it. Mother bear agrees that they can go on their own if they prove they can be responsible. The game includes 29 educational games for children. With each successful completion the player can win stars. Games include cleaning their virtual room, catching the bus to school, matching the alphabet, reading the clock and others. Initially all the games are around the house, but once the player has shown his responsibility, more games at the fair are unlocked.
Berenstain Bears, The - On Their Own (USA)	The Berenstain Bears: On Their Own is an interactive story book for children based on the popular children's book series. A yearly fair has come to Bear country, but nobody has the time to accompany brother and sister bear to go to it. Mother bear agrees that they can go on their own if they prove they can be responsible. The game includes 29 educational games for children. With each successful completion the player can win stars. Games include cleaning their virtual room, catching the bus to school, matching the alphabet, reading the clock and others. Initially all the games are around the house, but once the player has shown his responsibility, more games at the fair are unlocked.
BrainDead 13 (Europe)	As Lance, the world's hippest computer repair guru, you're called to the mysterious castle of the disembodied brain, Dr. Nero Neurosis. You learn of the Doctor's master plan... There's no turning back now! Race through the evil playground of the demented Doctor's twisted castle and battle the ultimate mishaps of science: Moose, Vivi, and Fritz, the half-human half-pet of Dr. Neurosis.
Brer Rabbit and the Wonderful Tar Baby (USA, Europe)	Everybody knew Brer Rabbit was the sassiest of creatures. But no one was prepared for what happened after Brer Fox tried to fricassee him for dinner! The hilarious battle of wits and the way in which Brer Rabbit finally triumphs make for a classic tale.
Burn-Cycle (USA, Europe) (Disc 1) (The Game)	Burn Cycle (stylized as Burn:Cycle) is a 1994 adventure video game for the CD-i that incorporates full motion video. The game's star, Sol Cutter, is a computer hacker and small-time data thief whose latest steal at the beginning of the game comes with a nasty sting. The Burn Cycle virus has been implanted in his head and has given him a two-hour realtime deadline to find a cure before his brain deteriorates completely. The player must guide Sol out of Softech and into the Televerse in order to find his cure. Various obstacles and games stand in his way, and there is the overarching realisation that Burn Cycle has been planted by someone with malicious intent.
Caesars World of Boxing (Europe)	Your sports fantasy comes true in the boxing arcade/strategy game that puts you in the ring at the fabulous Caesars Palace, Las Vegas. Behind the scenes, the managers, trainers, reporters, high-rollers and groupies who make up your entourage offer advice, encouragement and temptation. Under the lights, the world is watching as you tape the gloves, climb through ropes, and fight for the heavyweight crown.
Caesars World of Gambling (USA, Europe)	Caesars World of Gambling is much like the many other iterations. The player starts out with $500 to gamble in the famed Caesar's Palace in a variety of games such as Blackjack, Roulette, Craps, Slot Machines, etc. The game boasts photo realistic graphics of an actual casino, dealers and slot machines and has real-life odds applied to the game to give it a more realistic feel. It also features the ability for four different players to compete against each other.
Caraibes Offshore (France)	Here's your shot at Paradise, bro. You're in the middle of an action-packed adventure with your cohorts Spence (Terry &quot;Hulk&quot; Hogan) and Bru (Chris Lemmon). Blast your way through these mind-blowing action encounters as you attempt to rescue Spence's daughter Jessica, regain control of the M.A.J.O.R., and crush your arch enemy, RAMPIKE! Race at hyperspeed through the Caribbean, aboard THUNDER, a 45-foot piece of hi-tech marine hardware. Take control of the boat's weapon systems and defend THUNDER from a shower of deadly threats. Face down minions of the psychotic RAMPIKE on the eerie trails of Rossiter's Island. Go toe-to-toe with the M.A.J.O.R., a bio-humanoid gone haywire, in a battle for Jessica's life!
CD Shoot (USA) (En,Ja,Fr,De,Es,It,Nl,Pt)	CD Shoot is a clay dove shooting game for the CD-i. The game has four game modes: sporting, Olympic trap, balltrap and English skeet. In the game clay doves are launched in the air and using a targeting crosshair you have to shoot them out of the sky.
Chaos Control (USA)	The year is 2071, the aggressive Kesh Rhan aliens have already destroyed the human colonies on Mars and Pluto, and now plan to wipe out all humans from Earth as well. You play as Jessica Darkhill, lieutenant and most skilled pilot of the Orbital Defence Forces. The counter-attack you are about to launch is the last hope to save the Earth of chaos. Chaos Control is a fast-paced shoot'em up featuring 3d pre-rendered environments, which means you cannot actually control the spaceship you are flying in, but are merely in charge of aiming at the various enemies appearing on screen.
Christmas Country (Europe)	Christmas Country is a 2D platform game for the CD-i with a Christmas setting. The game is aimed at younger children. The player has to walk and run around and defeat enemies. The game comes with 16 levels.
Christmas Crisis (Europe)	Christmas Crisis is a 2D plaftorm game with a Christmas theme. The player plays as Santa Claus and has to disarm twenty-four presents that have been rigged with explosives by the malicious Dr. Rubberchicken. As Santa the player is armed with snowballs which can be used to knock out evil toys sent to stop you in your path by Dr. Rubberchicken. Aside from snow, which allows the player to replenish his snow balls there's various other types of pickups that can be collected such as treasure. When enough treasure is collected the player receives a password that allows him to restart the game from that level after he has died. The game features new themes for each level and in the end the player has to fight a final boss. Most levels are vertically orientated and thus allow for lots of jumping. In between levels there's some 3D bonus levels in which the player rides Santa's sleigh in first person perspective. The sleigh moves along a rail and the player has to dodge obstacles.
Clue (USA)	Clue is a full-motion video adaptation of the popular board game of the same name. There are three storylines with four difficulty levels, each with a unique solution making it altogether twelve different mysteries: The Hodded Madonna, Happy Ever After and Deadly Patent. The movement system, where the player moves the cursor to a portion of the screen and clicks on it to move or turn to that direction is similar to the one found in the The 7th Guest. Inside the rooms the screen switches to a 360Âº panorama that can be scrolled by moving the cursor to its edges. Clicking on clocks starts a flashback video of what happened on the room before the crime was committed. Clicking on suspects brings up the interrogation screen, where they can be inquired about weapons, their alibis, etc. Clicking on secret passages transports the player to another room. Clicking on the bell calls the butler and the accusation menu, where the player chooses the weapon and the murderer. Afterwards, the butler informs if the player made the right choice. A notebook keeps track of all the information collected, and can be accessed at any time. Each of the four difficulty levels have a different number of accusations available (3 on the easiest level, 1 on the hardest one). In the easier levels the room positions are fixed, while in the tougher levels they are random. In each player's turn they can perform two moves, two actions or a action and a move. A move is defined by entering and leaving a room. A action is defined by examining items, interrogating suspects or watching a flashback.
Clue - The Mysteries Continue (USA)	Cluedo, known as Clue in the USA, is a popular board game with a murder mystery theme. The CD-i version makes full use of Digital Video to present the viewer with a challenging game. By interviewing real characters and using a process of deduction the viewers must play against each other to find the murderer, the murder weapon and the murder room, and correctly accuse the culprit.
Cluedo (Europe)	Clue is a full-motion video adaptation of the popular board game of the same name. There are three storylines with four difficulty levels, each with a unique solution making it altogether twelve different mysteries: The Hodded Madonna, Happy Ever After and Deadly Patent. The movement system, where the player moves the cursor to a portion of the screen and clicks on it to move or turn to that direction is similar to the one found in the The 7th Guest. Inside the rooms the screen switches to a 360Âº panorama that can be scrolled by moving the cursor to its edges. Clicking on clocks starts a flashback video of what happened on the room before the crime was committed. Clicking on suspects brings up the interrogation screen, where they can be inquired about weapons, their alibis, etc. Clicking on secret passages transports the player to another room. Clicking on the bell calls the butler and the accusation menu, where the player chooses the weapon and the murderer. Afterwards, the butler informs if the player made the right choice. A notebook keeps track of all the information collected, and can be accessed at any time. Each of the four difficulty levels have a different number of accusations available (3 on the easiest level, 1 on the hardest one). In the easier levels the room positions are fixed, while in the tougher levels they are random. In each player's turn they can perform two moves, two actions or a action and a move. A move is defined by entering and leaving a room. A action is defined by examining items, interrogating suspects or watching a flashback.
Cluedo - The Mystery Continues (Europe)	Cluedo, known as Clue in the USA, is a popular board game with a murder mystery theme. The CD-i version makes full use of Digital Video to present the viewer with a challenging game. By interviewing real characters and using a process of deduction the viewers must play against each other to find the murderer, the murder weapon and the murder room, and correctly accuse the culprit.
Comando Tierra (Spain)	Earth Command is a strategic simulation game that focuses on both ecological and social threats to our planet. The player takes on the role of the head of a special United Nations command post in space. You are in full control to allocate budgets and taxes, dispatch emergency assistance, decree emergency laws and other actions of global interest. You must combat both natural as social disasters. The game is viewed in a top down map of the world. Whenever a situation arises it is accompanied with full motion videos. The game covers 500 possible emergencies in 130 different countries and includes real video footage from among others CNN, Greenpeace and the U.S. State Department.
Compton's Interactive Encyclopedia (USA)	The entire twenty-six volume Compton's Encyclopedia comes to life on your television! You can instantly access high resolution visuals, CD quality sound, and exciting video and audio segments! Travel to the past in a Time Machines. or around today's world in an interactive world atlas. Listen to the music of Bach or Vivaldi. Examine the valves of a beating heart, Watch man's first steps on the moon.
Connect Four (USA, Europe)	Connect Four is a digital version of the 1974 Milton Bradley board game of the same name. In the game players take turn dropping coloured discs on a vertical playing field while trying to get four of them in a row either horizontally, vertically or diagonally. This version can be played against a friend or against the computer. There are three difficulty levels for the computer opponent. Players can pick their own colour of choice.
Cosecha del Sol, La - Vincent van Gogh Revivido (Spain)	&quot;Harvest of the Sun&quot; invites you on an extraordinary journey into the world of Vincent Van Gogh. You will discover every detail of his life and art in vibrant color and set to period music. On this CD, you are a critic like Theo Van Gogh, who was the painter's &quot;agent,&quot; or a &quot;connoisseur&quot; like Doctor Gachet, who treated him. You decide the program yourself. Enter the painter's studio and pick up a painting, and you're off to Paris and the bustling streets of Montmartre, or to the sun-drenched plains of Provence. You will be able to visit the six main periods of Van Gogh's dramatic life at your own pace and whenever you please. Even more: you will be able to see the very places where the artist lived and worked, discover where he set up his easel, and understand how he observed a scene and reproduced it. In the music gallery, you will admire the work of Van Gogh with the accents of the music of Debussy, Frank, Chabrier and Bizet in a symphony of colors and digital sounds.
Crayon Factory, The (USA)	Enter the most colorful world a child could ever imagine. The Crayon Factory, and extraordinary interactive environment where kids play and learn! Each existing trip to the Crayon Factory is a new experience, loaded with fun-filled activities that help your child develop critical learning skills. Narrated by Julie Walters.
Creature Shock (Europe) (Disc 1)	In 2123, the UNS Amazon is sent as part of an exploration fleet to various planets to determine new viable locations for settlement as the Earth is destroyed by human activity. En route to Saturn, the Amazon is ensnared by a massive alien being resembling a large asteroid. The protagonist, Commander Jason Barr, is sent to investigate the incident. He encounters heavy resistance on his way to Saturn, and after fighting through multitudes of alien ships, encounters the UNS Amazon almost completely absorbed by the organic asteroid. As he explores it, he comes into contact with what appears to be Captain Sumoki of the Amazon. However, she morphs into a demonic looking alien and attacks. Upon defeat, it reverts to the appearance of the Captain and Barr takes it back to the Moon base. The being is examined and determined to be an alien clone. Upon interrogation, it reveals an alien listening base located on Tethys. Barr heads to Tethys to find the base and destroy its communication uplink. Upon his arrival he encounters a probe which proceeds to scan his ship before heading back to the base. Barr chases it through the valleys, where he locates the base. He manages to complete his mission and escape the base before it's destroyed. His ship, however, gets caught in the data beam and he is pulled up through it. Regaining consciousness, he pilots the ship through several pieces of debris and destroys an awaiting alien ship. His ship is badly damaged in the process and crashes into the alien mothership. With no means of escape, he searches the ship and engages the leader in battle, finally defeating him on the bridge. He then accidentally activates the ship terraforming ability, changing its coordinates from Earth to Mars. With this Mars is transformed into a second Earth, providing humanity a new home.
Crime Patrol (Europe)	Originating in the arcades, this is a full-motion video rail shooter with real actors, produced by the makers of Mad Dog McCree. Crime Patrol puts the player in the shoes of a police officer, who starts as a Rookie and has to work his way up to become a member of SWAT and eventually the Delta Force team. To do that, he has to complete missions, which involve taking down criminals in a variety of locations. Beginning with smaller-scale criminals (such as shoplifters), the hero will later have to face gangsters, drug lords, and eventually terrorists. For each set of missions, the player characters is being teamed up with another police officer. The gameplay is quite similar to any other of the large live-action laser-gun games found in the arcades - all the player has to do is take the gun (or the mouse in the computer version) and show those criminals who's the boss!
Dark Castle (USA, Europe)	The Black Knight has brought misery to the land, and the end way to end this is to enter his haunted house to slay him. You are the brave adventurer taking on this quest through 14 increasingly-tough zones. The bulk of the game is side-viewed, involving single screens to pass through, which incorporate ropes, cages and trapdoor. There are enemies walking, flying and hovering through this, and many of them respawn. Unusually your weapon to take them on (rocks) can be thrown through 360 degrees, which aims to make the gameplay more realistic and methodical. The screens were linked by hub screens, which the player passes through simply by clicking on a door.
Defender of the Crown (USA, Europe)	Strategy is vital in this chivalrous charade, and smarts will protect your hide better than armor as you command the role of a brave Saxon knight destined to avenge King Richard's murder. To reclaim the crown and conquer the heart of a beautiful maiden, you must outwit and outmaneuver hordes of medieval marauders. Read maps, plan raids, even team with Robin Hood, then plunder enemy strongholds, dueling for gold needed to build an army of mercenary vassals. You'll also need to stash cash for catapults that launch boulders, fire and disease into formidable fortresses. So wise up and rise up to this unique challenge where leadership is as important as swordsmanship. For when you've survived this strategic adventure, complete with daring jousts and courageous castle sieges, you won't be sorry - you'll be king!
Destination Great Britain - Central and Northern England (Canada)	Come explore brooding moors, elegant gardens, and castle strongholds in the heart of England. Take a turn through the university towns of Cambridge and Oxford. Let our photojournalists guide you over hill and dale to some of England's best kept secrets! Destination Great Britain is a multimedia odyssey captured in postcards, snapshots, personaö commentary and over 20 minutes of video.
Dimo's Quest (USA)	To be able to marry Princess Dori, Dimo the frog has to collect all the sweets her father King Greenfoot wants throughout the kingdom! That means over 50 levels; so help Dimo in his quest in this cute puzzle game...
Do You Remember the '60s (UK)	Do you remember the '60s? is a quiz game with questions about the 1960s for the whole family.
Domino (Netherlands)	Domino is a digital conversion of the classical tile laying game of Dominoes. Each rectangular tile has a number of dots on both long ends. In turns players place one of their tiles on the table. Tiles must connect to evenly numbered edges. The first player to lose all his tiles wins the game. When the player can't place any of his tiles he has to pass.
Dragon's Lair (USA)	Players control Dirk the Daring as he struggles his way through a dungeon to fight Singe, the Dragon, and rescue the beautiful Princess Daphne. With limited movement allowed, the game's main emphas
Dragon's Lair II - Time Warp (USA)	Flintstones Jetsons: Timewarp is an graphical adventure game based on the two popular cartoons The Flintstones and The Jetsons. In the game Fred Flintstone and George Jetson have switched places in time and space. It is for the player to set things right again.
Drug Wars (Europe)	Drug Wars is another in the long line of traditional American Laser Games arcade-conversion shooters. It's a straightforward point-and-click game in which you fight the usual gang of not-so-law-abiding citizens in a typically small town.
Earth Command (USA)	Earth Command is a strategic simulation game that focuses on both ecological and social threats to our planet. The player takes on the role of the head of a special United Nations command post in space. You are in full control to allocate budgets and taxes, dispatch emergency assistance, decree emergency laws and other actions of global interest. You must combat both natural as social disasters. The game is viewed in a top down map of the world. Whenever a situation arises it is accompanied with full motion videos. The game covers 500 possible emergencies in 130 different countries and includes real video footage from among others CNN, Greenpeace and the U.S. State Department.
Earth Rhythms (USA)	Discover a fascinating and powerful world that stretches into the distance of the earth. This album offers lively, cheerful and rhythmic music from the world, accompanied by breathtaking natural landscapes. Relax for the gentle sound of nature and enjoy a collection of stunning and inspiring images.
Effacer (USA)	Effacer is a futuristic take on the classic paper and pencil game of hangman. The set-up has the player compete in a series of grammar games against aliens that have &quot;committed crimes against grammar&quot; by competing in games to learn proper nouns, adjectives and the like in the style of hangman. If the player chooses the right letters, the enemy alien will be zapped, but if the player picks the wrong one their character will start to be hanged. If they player chooses too many wrong letters, their character will be hanged and the game will be over.
Escape from CyberCity (USA, Europe)	The Earth is under attack. The evil Guardian's forces are in control. Only a few continue to resist and only you can help. Your mission is to survive the dangers of CyberCity, fight your way to the train and destroy the Guardian's planet. Beware: things are not what they seem! Escape From CyberCity is the first CD-Interactive action adventure to utilize full cel-animation, giving the player the feel of starring in a fast action motion picture. This beautifully animated production features a dynamic, high impact soundtrack and complete interactive play.
Exploring Our Solar System (USA)	Fly to the planets, fly to the sun, asteroids and comets. Patrick Moore the world famous astronomer and television personality is your in flight guide to the planets. Tom Baker, time traveller extraordinaire will take you back in time to explore the beginning of the solar system and to discover how the planets got their names. You'll test your interplanetary flying skills to the limit when you pit your wits against the force of gravity in the fascinating games of planetball and gravity golf. The Solar System brings you: – Hundreds of fabulous NASA space pictures. – Over 2 hours of expert information. – Thousands of facts and figures. – Planetary flyovers and other movies never seen before.
Face Kitchen (Europe)	Uby the French chef has a wonderful kitchen where he stores hundreds of features to cook up his faces. There are eyes and ears in cupboards, noses in the refrigerator, mouths in the freezer and hats under the sink. With the help of your imagination Uby flies about mixing features into his bowl to create the craziest and funniest faces you can devise.
Family Games I (Europe)	Here's a game collection for the whole family. It'll keep EVERYONE glued to the screen for hours! Take your pick - action and adventure, brain teasers or straightforward entertainment. There are ten great games - Full Attack, Jokisen, Where's That Sound, Skid Kart, Captain Alphabet, Draw Stamp Color, SuperSlide, Morphon Invasion, Wizard and Hot Rocks.
